Date,State,AQI,AQI_Category,PM2.5,PM10,NO2,SO2,CO,O3,Year,Month,Day
09-06-2025,Odisha,125,Moderate,48.1,92.8,18.7,6.8,0.72,61.3,2025,June,9
09-06-2025,Punjab,186,Moderate,81,124,32.2,9.5,1,53.2,2025,June,9
09-06-2025,Rajasthan,110,Moderate,52.1,73.4,15.6,5.2,0.56,65.5,2025,June,9
09-06-2025,Sikkim,128,Moderate,59.5,94.5,21.8,7.2,0.8,61.1,2025,June,9
09-06-2025,Tamil Nadu,121,Moderate,50.4,94.1,19.9,6.6,0.59,58.4,2025,June,9
09-06-2025,Telangana,108,Moderate,43.4,69.7,17.9,6,0.66,65.9,2025,June,9
09-06-2025,Tripura,137,Moderate,58,95.3,22.7,7.3,0.78,61,2025,June,9
09-06-2025,Uttar Pradesh,177,Moderate,71.9,126,27.8,7.9,0.92,54.1,2025,June,9
09-06-2025,Uttarakhand,107,Moderate,44.2,68.1,18.7,6,0.67,62.6,2025,June,9
09-06-2025,West Bengal,82,Satisfactory,38.8,61.1,12.4,4,0.41,67.2,2025,June,9
10-06-2025,Andhra Pradesh,155,Moderate,63.6,114.4,26.6,8,0.94,57.9,2025,June,10
10-06-2025,Arunachal Pradesh,94,Satisfactory,40.5,66.3,15.1,5.2,0.55,58.7,2025,June,10
10-06-2025,Assam,159,Moderate,67.7,116.7,24.5,7.1,0.81,55.7,2025,June,10
10-06-2025,Bihar,98,Satisfactory,43.7,78,17.3,4.9,0.53,63.4,2025,June,10
10-06-2025,Chhattisgarh,93,Satisfactory,38.4,72.5,16.7,5.1,0.43,61.4,2025,June,10
10-06-2025,Goa,128,Moderate,56.1,86,18.4,6.1,0.74,61.9,2025,June,10
10-06-2025,Gujarat,120,Moderate,51.3,80.9,17.2,6.7,0.65,62.8,2025,June,10
10-06-2025,Haryana,83,Satisfactory,38.3,67.5,10.7,4.2,0.4,61.1,2025,June,10
10-06-2025,Himachal Pradesh,178,Moderate,76.7,123,27.5,9.6,0.95,59,2025,June,10
10-06-2025,Jharkhand,156,Moderate,59.7,119.4,24.8,8.4,0.8,56.7,2025,June,10
10-06-2025,Karnataka,120,Moderate,52.3,95.3,16.6,5.7,0.75,61.1,2025,June,10
10-06-2025,Kerala,141,Moderate,55,107.5,22.9,6.6,0.82,62.8,2025,June,10
10-06-2025,Madhya Pradesh,99,Satisfactory,46.7,65.9,15.2,5.3,0.61,64.2,2025,June,10
10-06-2025,Maharashtra,170,Moderate,75.6,117.1,29.5,8,0.89,57.8,2025,June,10
10-06-2025,Manipur,158,Moderate,61.1,111.7,24.1,8.6,0.97,56.8,2025,June,10
10-06-2025,Meghalaya,100,Satisfactory,37.7,81.4,13.5,4,0.52,63.1,2025,June,10
10-06-2025,Mizoram,139,Moderate,62.5,90.8,22.4,6.9,0.84,60.9,2025,June,10
10-06-2025,Nagaland,171,Moderate,72.7,117.5,25.3,9.4,1.03,60.5,2025,June,10
10-06-2025,Odisha,131,Moderate,59.2,86.5,22.3,7.2,0.73,62.7,2025,June,10
10-06-2025,Punjab,157,Moderate,62.5,122.3,25.1,6.9,0.87,60.4,2025,June,10
10-06-2025,Rajasthan,88,Satisfactory,37.6,63.4,17,5.2,0.58,64.5,2025,June,10
10-06-2025,Sikkim,167,Moderate,69.6,126.5,25.6,7.5,0.86,60.8,2025,June,10
10-06-2025,Tamil Nadu,109,Moderate,45.9,79.8,17.6,5,0.58,63.2,2025,June,10
10-06-2025,Telangana,96,Satisfactory,34.4,75.1,14.1,4.4,0.55,67.3,2025,June,10
10-06-2025,Tripura,169,Moderate,76.2,126.1,29,9,0.87,52.2,2025,June,10
10-06-2025,Uttar Pradesh,171,Moderate,68.1,127.7,30.2,7.9,0.94,53.5,2025,June,10
10-06-2025,Uttarakhand,127,Moderate,58.4,82,20.6,6.7,0.64,57.6,2025,June,10
10-06-2025,West Bengal,66,Satisfactory,28.3,57,12.4,3.2,0.43,66.1,2025,June,10
11-06-2025,Andhra Pradesh,166,Moderate,69.5,110.3,25.7,7.9,0.97,53.5,2025,June,11
11-06-2025,Arunachal Pradesh,105,Moderate,38.5,84.2,16.8,4.9,0.55,57.9,2025,June,11
11-06-2025,Assam,153,Moderate,70.1,120,26,7.1,0.78,56,2025,June,11
11-06-2025,Bihar,127,Moderate,55.2,91.9,19,5.7,0.62,54.9,2025,June,11
11-06-2025,Chhattisgarh,140,Moderate,53,93,24.9,7.5,0.71,58.3,2025,June,11
11-06-2025,Goa,89,Satisfactory,34.6,71.6,13.6,4.7,0.46,66,2025,June,11
11-06-2025,Gujarat,101,Moderate,39.5,63.4,13.2,5.1,0.61,63,2025,June,11
11-06-2025,Haryana,113,Moderate,50.1,86.3,20.5,6.4,0.58,61.2,2025,June,11
11-06-2025,Himachal Pradesh,151,Moderate,63,99.2,21.4,7.5,0.8,55.4,2025,June,11
11-06-2025,Jharkhand,191,Moderate,76.9,143.3,27.6,9,1.03,54.4,2025,June,11
11-06-2025,Karnataka,91,Satisfactory,37.5,68.2,16.4,4.7,0.51,64,2025,June,11
11-06-2025,Kerala,146,Moderate,66.9,110.3,23.9,7.3,0.86,59.9,2025,June,11
11-06-2025,Madhya Pradesh,95,Satisfactory,45.5,72,15.1,5.6,0.6,58,2025,June,11
11-06-2025,Maharashtra,159,Moderate,62.8,116.3,22.7,8.3,0.83,56.1,2025,June,11
11-06-2025,Manipur,147,Moderate,57.8,103,23.8,7.8,0.89,62.2,2025,June,11
11-06-2025,Meghalaya,109,Moderate,41.7,69.1,17,5.8,0.62,63,2025,June,11
11-06-2025,Mizoram,126,Moderate,47.7,98.8,21.6,6.2,0.66,60.1,2025,June,11
11-06-2025,Nagaland,163,Moderate,64.5,120.8,24,9.1,0.98,60.5,2025,June,11
11-06-2025,Odisha,163,Moderate,67,109,28.2,8.2,0.99,55.9,2025,June,11
11-06-2025,Punjab,147,Moderate,66.4,112.8,21.3,7.1,0.89,54.6,2025,June,11
11-06-2025,Rajasthan,100,Satisfactory,44,79.6,17.5,6,0.53,58.5,2025,June,11
11-06-2025,Sikkim,144,Moderate,64.5,101.7,25.9,6.7,0.88,61.9,2025,June,11
11-06-2025,Tamil Nadu,143,Moderate,57.8,105.1,24.8,7.7,0.81,54,2025,June,11
11-06-2025,Telangana,94,Satisfactory,41.6,75.3,14.8,3.9,0.57,65.9,2025,June,11
11-06-2025,Tripura,166,Moderate,65.7,122.2,26.3,9.1,1.01,56.4,2025,June,11
11-06-2025,Uttar Pradesh,143,Moderate,57.1,96.4,24.2,7.7,0.72,57.7,2025,June,11
11-06-2025,Uttarakhand,131,Moderate,52.4,87.5,20,5.7,0.81,63.9,2025,June,11
11-06-2025,West Bengal,108,Moderate,39.5,73.7,14.9,5.9,0.5,65.8,2025,June,11
12-06-2025,Andhra Pradesh,133,Moderate,59.2,103.4,21.1,5.7,0.84,57.5,2025,June,12
12-06-2025,Arunachal Pradesh,108,Moderate,42.1,75.6,17.4,6.2,0.61,58.7,2025,June,12
12-06-2025,Assam,163,Moderate,72.4,111.2,28.6,8.1,0.91,54.6,2025,June,12
12-06-2025,Bihar,122,Moderate,56.2,80.4,22.5,6,0.72,58.8,2025,June,12
12-06-2025,Chhattisgarh,125,Moderate,55.9,84.6,18.1,6.2,0.72,57.5,2025,June,12
12-06-2025,Goa,109,Moderate,51.6,87.4,20.1,4.8,0.71,61.6,2025,June,12
12-06-2025,Gujarat,116,Moderate,50.5,81.6,18.2,5.3,0.74,65.3,2025,June,12
12-06-2025,Haryana,115,Moderate,46.3,91.4,18.6,5.5,0.59,62.3,2025,June,12
12-06-2025,Himachal Pradesh,151,Moderate,64.9,112,23.7,8.2,0.83,62.5,2025,June,12
12-06-2025,Jharkhand,185,Moderate,72.8,142.1,26.6,8.9,1.02,59.5,2025,June,12
12-06-2025,Karnataka,107,Moderate,46.7,71,16.3,5.4,0.59,61.7,2025,June,12
12-06-2025,Kerala,132,Moderate,56.3,98,18.3,7.4,0.72,54.9,2025,June,12
12-06-2025,Madhya Pradesh,114,Moderate,49,72.1,19.8,6.2,0.68,65.8,2025,June,12
12-06-2025,Maharashtra,141,Moderate,58.4,103.5,21.6,7.7,0.86,60.1,2025,June,12
12-06-2025,Manipur,175,Moderate,72.2,128,29.9,8.2,0.97,57.6,2025,June,12
12-06-2025,Meghalaya,105,Moderate,42.6,79.5,14.1,4.3,0.63,65.2,2025,June,12
12-06-2025,Mizoram,163,Moderate,67.8,126.7,26.2,8.4,0.87,60.4,2025,June,12
12-06-2025,Nagaland,172,Moderate,72.1,118.6,30.4,8.4,1.05,56.8,2025,June,12
12-06-2025,Odisha,126,Moderate,50.3,90.8,18.3,5.9,0.63,62.1,2025,June,12
12-06-2025,Punjab,168,Moderate,74.7,124.8,28.8,7.7,0.91,55.1,2025,June,12
12-06-2025,Rajasthan,68,Satisfactory,25.9,50.5,13.4,3.4,0.33,67.1,2025,June,12
12-06-2025,Sikkim,165,Moderate,74.3,125.1,29.3,7.5,0.97,52.9,2025,June,12
12-06-2025,Tamil Nadu,157,Moderate,63.7,109.3,26.1,8.5,0.84,55,2025,June,12
12-06-2025,Telangana,106,Moderate,44.9,77.3,15.1,5.3,0.57,63.5,2025,June,12
12-06-2025,Tripura,140,Moderate,56.1,95.8,25,6.6,0.79,58.6,2025,June,12
12-06-2025,Uttar Pradesh,180,Moderate,81.5,119.9,29.3,9.5,1.07,52.6,2025,June,12
12-06-2025,Uttarakhand,121,Moderate,50.2,82.4,19.3,5.8,0.6,65.2,2025,June,12
12-06-2025,West Bengal,116,Moderate,43.4,79.8,15.8,5.5,0.57,58.5,2025,June,12
13-06-2025,Andhra Pradesh,170,Moderate,67.8,123.9,29,8.2,1.02,59.1,2025,June,13
13-06-2025,Arunachal Pradesh,65,Satisfactory,23.9,40.5,9.6,3.7,0.33,66.2,2025,June,13
13-06-2025,Assam,135,Moderate,58.1,104.8,19.7,6.2,0.69,55.2,2025,June,13
13-06-2025,Bihar,112,Moderate,49.6,78.7,15.6,5.4,0.71,59.5,2025,June,13
13-06-2025,Chhattisgarh,142,Moderate,58.8,92.9,24.4,7.1,0.78,60.4,2025,June,13
13-06-2025,Goa,120,Moderate,49.9,78,19.4,5.1,0.61,64.7,2025,June,13
13-06-2025,Gujarat,111,Moderate,50.9,75.2,17.6,5.9,0.7,61.5,2025,June,13
13-06-2025,Haryana,107,Moderate,46.9,70.8,16.3,4.4,0.53,65,2025,June,13
13-06-2025,Himachal Pradesh,155,Moderate,66.6,106.2,24.8,7.6,0.87,56.1,2025,June,13
13-06-2025,Jharkhand,193,Moderate,86.1,145,32.8,9.1,1,56.2,2025,June,13
13-06-2025,Karnataka,112,Moderate,52.3,83.5,17.6,5.2,0.67,56.2,2025,June,13
13-06-2025,Kerala,167,Moderate,75.7,113.1,27,7.7,0.92,59.7,2025,June,13
13-06-2025,Madhya Pradesh,80,Satisfactory,35.1,61.8,14.1,3.8,0.53,58.7,2025,June,13
13-06-2025,Maharashtra,167,Moderate,65.3,125.3,26.1,7.9,1.01,60.2,2025,June,13
13-06-2025,Manipur,158,Moderate,69.4,117.7,24,7.7,0.81,53.4,2025,June,13
13-06-2025,Meghalaya,142,Moderate,57.7,100.7,23.9,6.8,0.85,63,2025,June,13
13-06-2025,Mizoram,136,Moderate,51.5,99,19.6,6.7,0.71,59.8,2025,June,13
13-06-2025,Nagaland,162,Moderate,65.6,108.8,28.7,7.4,0.88,56.2,2025,June,13
13-06-2025,Odisha,116,Moderate,54.2,74.2,16,5.6,0.58,60.8,2025,June,13
13-06-2025,Punjab,173,Moderate,71.4,121.8,29.7,7.8,0.97,55.7,2025,June,13
13-06-2025,Rajasthan,86,Satisfactory,36.6,52.5,16.7,4.4,0.38,58.4,2025,June,13
13-06-2025,Sikkim,124,Moderate,47.3,95.5,18,6.4,0.78,57.9,2025,June,13
13-06-2025,Tamil Nadu,109,Moderate,46.5,88.4,16.3,4.6,0.62,59.9,2025,June,13
13-06-2025,Telangana,130,Moderate,59.8,89,18.4,5.8,0.73,56.1,2025,June,13
13-06-2025,Tripura,159,Moderate,63.2,122.5,25,7.8,0.86,60.6,2025,June,13
13-06-2025,Uttar Pradesh,144,Moderate,64.9,108.3,21.6,6.8,0.76,56.6,2025,June,13
13-06-2025,Uttarakhand,110,Moderate,43.5,83.3,17.7,5.4,0.53,65.6,2025,June,13
13-06-2025,West Bengal,85,Satisfactory,37.9,66.8,11.9,3.3,0.41,67.1,2025,June,13
14-06-2025,Andhra Pradesh,156,Moderate,67.7,108.5,25.3,6.9,0.91,56.4,2025,June,14
14-06-2025,Arunachal Pradesh,85,Satisfactory,30.5,52.9,14.4,4.1,0.39,61.4,2025,June,14
14-06-2025,Assam,157,Moderate,68.2,103.1,25.9,8.1,0.82,55.3,2025,June,14
14-06-2025,Bihar,115,Moderate,46.5,86.6,19,4.8,0.6,65.1,2025,June,14
14-06-2025,Chhattisgarh,116,Moderate,53.8,78.6,18.3,5.8,0.63,64.5,2025,June,14
14-06-2025,Goa,131,Moderate,59.3,100.5,18,6,0.74,64,2025,June,14
14-06-2025,Gujarat,115,Moderate,45,81.2,15.5,5.9,0.59,57.5,2025,June,14
14-06-2025,Haryana,103,Moderate,44,66.6,17.3,5.1,0.65,65.9,2025,June,14
14-06-2025,Himachal Pradesh,180,Moderate,81.5,133.8,27.7,9.6,1.04,58.8,2025,June,14
14-06-2025,Jharkhand,180,Moderate,77.3,133.6,28,9,1.01,57.6,2025,June,14
14-06-2025,Karnataka,103,Moderate,41.1,67.1,18.1,6.1,0.63,60.2,2025,June,14
14-06-2025,Kerala,130,Moderate,55.8,93.9,19.6,5.5,0.71,59.7,2025,June,14
14-06-2025,Madhya Pradesh,112,Moderate,52.4,78.6,19.2,6.3,0.61,65.7,2025,June,14
14-06-2025,Maharashtra,160,Moderate,66.9,112.1,25.8,7.6,0.92,58.8,2025,June,14
14-06-2025,Manipur,141,Moderate,57.5,106.4,25.1,6.4,0.81,55.1,2025,June,14
14-06-2025,Meghalaya,140,Moderate,55.1,108.2,19.6,6.1,0.8,59.8,2025,June,14
14-06-2025,Mizoram,131,Moderate,51.5,92.8,18.6,6.7,0.76,62.4,2025,June,14
14-06-2025,Nagaland,148,Moderate,60.9,114,22.2,8,0.8,55.5,2025,June,14
14-06-2025,Odisha,122,Moderate,45.8,86.4,19,6,0.68,62,2025,June,14
14-06-2025,Punjab,187,Moderate,74.7,141.9,29.7,8.4,1.09,50.1,2025,June,14
14-06-2025,Rajasthan,108,Moderate,41.9,87.1,16.7,5.4,0.52,64.7,2025,June,14
14-06-2025,Sikkim,140,Moderate,59.3,109.9,25.2,7.2,0.78,58.9,2025,June,14
14-06-2025,Tamil Nadu,155,Moderate,67.1,114.3,25.2,7.6,0.77,54.7,2025,June,14
14-06-2025,Telangana,119,Moderate,52.8,89.2,17.9,6.5,0.66,58.2,2025,June,14
14-06-2025,Tripura,128,Moderate,53,91.7,19.4,5.5,0.69,63.3,2025,June,14
14-06-2025,Uttar Pradesh,170,Moderate,71.5,117,27.4,8.8,1.02,55,2025,June,14
14-06-2025,Uttarakhand,94,Satisfactory,41.5,60.5,15.1,5,0.52,60.4,2025,June,14
14-06-2025,West Bengal,75,Satisfactory,29.8,62.9,13.3,3.1,0.39,65.1,2025,June,14
15-06-2025,Andhra Pradesh,136,Moderate,61.3,89.7,23.9,6,0.77,60.7,2025,June,15
15-06-2025,Arunachal Pradesh,65,Satisfactory,24.4,49.1,8.6,3.9,0.41,67.3,2025,June,15
15-06-2025,Assam,151,Moderate,63.5,118.1,23,7.6,0.91,62.1,2025,June,15
15-06-2025,Bihar,134,Moderate,54.8,106.1,21.2,6.3,0.77,59.9,2025,June,15
15-06-2025,Chhattisgarh,108,Moderate,48.5,70.7,14.6,4.9,0.53,63.1,2025,June,15
15-06-2025,Goa,85,Satisfactory,37.7,54.4,10.8,3.8,0.5,59.4,2025,June,15
15-06-2025,Gujarat,115,Moderate,48.9,79.3,18.8,5,0.64,61.1,2025,June,15
15-06-2025,Haryana,113,Moderate,42.5,90.1,18.7,5.6,0.6,61.7,2025,June,15
15-06-2025,Himachal Pradesh,150,Moderate,64.2,107.3,21.1,6.8,0.89,58.6,2025,June,15
15-06-2025,Jharkhand,150,Moderate,64.7,102.5,26.9,7.1,0.85,58.5,2025,June,15
15-06-2025,Karnataka,88,Satisfactory,33.5,67.6,15.9,3.5,0.54,64.6,2025,June,15
15-06-2025,Kerala,176,Moderate,68.9,121.9,30,7.8,0.98,57.1,2025,June,15
15-06-2025,Madhya Pradesh,84,Satisfactory,35.5,61.2,16.1,3.5,0.56,58.7,2025,June,15
15-06-2025,Maharashtra,161,Moderate,69.1,110.2,28.3,7.3,0.82,60.2,2025,June,15
15-06-2025,Manipur,136,Moderate,61.1,96.8,23.5,6.1,0.67,55.5,2025,June,15
15-06-2025,Meghalaya,138,Moderate,57.3,93.9,20.9,6.7,0.75,63.1,2025,June,15
15-06-2025,Mizoram,149,Moderate,67.8,99.5,21.8,8.4,0.76,61.7,2025,June,15
15-06-2025,Nagaland,161,Moderate,64.4,115.2,28.6,8.8,0.81,60.7,2025,June,15
15-06-2025,Odisha,119,Moderate,54.7,87.8,19.5,6.4,0.68,64.3,2025,June,15
15-06-2025,Punjab,183,Moderate,79.7,135.2,26.3,8.6,0.96,50.7,2025,June,15
15-06-2025,Rajasthan,98,Satisfactory,46.5,72.4,17.3,4.3,0.47,59.9,2025,June,15
15-06-2025,Sikkim,133,Moderate,59.5,101.6,21,6.8,0.8,54.9,2025,June,15
15-06-2025,Tamil Nadu,108,Moderate,47.1,85.7,17.8,6.2,0.69,58.5,2025,June,15
15-06-2025,Telangana,139,Moderate,56.4,105.6,21.5,6.5,0.77,54.9,2025,June,15
15-06-2025,Tripura,132,Moderate,59.7,95.7,20.7,7.3,0.66,55.3,2025,June,15
15-06-2025,Uttar Pradesh,157,Moderate,66,118.8,24.7,7.1,0.86,56.5,2025,June,15
15-06-2025,Uttarakhand,88,Satisfactory,35.6,66.2,11.1,4.2,0.55,62.3,2025,June,15
15-06-2025,West Bengal,81,Satisfactory,39.5,68.1,10.4,4.7,0.4,62.9,2025,June,15
16-06-2025,Andhra Pradesh,159,Moderate,70.7,106.1,25.7,8.4,0.88,60.9,2025,June,16
16-06-2025,Arunachal Pradesh,76,Satisfactory,35.7,59.7,13.6,3.3,0.35,64.4,2025,June,16
16-06-2025,Assam,145,Moderate,64.1,94.9,20.3,7.7,0.88,54,2025,June,16
16-06-2025,Bihar,142,Moderate,60.6,109.2,20.5,7.9,0.8,53.9,2025,June,16
16-06-2025,Chhattisgarh,109,Moderate,44.9,87.7,20,6,0.52,60.8,2025,June,16
16-06-2025,Goa,133,Moderate,60.3,86,21.2,7.5,0.84,59.1,2025,June,16
16-06-2025,Gujarat,92,Satisfactory,44.1,61.6,15.1,4.8,0.58,60.4,2025,June,16
16-06-2025,Haryana,78,Satisfactory,31.7,57.7,12.7,4.8,0.49,65.5,2025,June,16
16-06-2025,Himachal Pradesh,144,Moderate,65.8,112.9,25.2,7.6,0.88,54.3,2025,June,16
16-06-2025,Jharkhand,170,Moderate,68,125.2,25,8.9,0.86,59.4,2025,June,16
16-06-2025,Karnataka,108,Moderate,46.2,72,15,5.9,0.51,59.9,2025,June,16
16-06-2025,Kerala,167,Moderate,72.1,112.6,29.6,8.1,0.97,59.3,2025,June,16
16-06-2025,Madhya Pradesh,100,Satisfactory,37.6,67.9,18.3,5.8,0.54,57.3,2025,June,16
16-06-2025,Maharashtra,165,Moderate,67.1,109.8,26.2,8.4,0.82,54.6,2025,June,16
16-06-2025,Manipur,144,Moderate,64.1,102.1,22.1,6.9,0.88,59.6,2025,June,16
16-06-2025,Meghalaya,108,Moderate,42,78.2,17.4,5.1,0.68,64,2025,June,16
16-06-2025,Mizoram,144,Moderate,62.4,105,23.9,7.1,0.89,63,2025,June,16
16-06-2025,Nagaland,162,Moderate,70.5,111.6,24.1,8.3,0.84,58.6,2025,June,16
16-06-2025,Odisha,127,Moderate,56.8,95.5,19.5,5.9,0.63,61.3,2025,June,16
16-06-2025,Punjab,179,Moderate,76.9,122.7,27.5,8,1.04,55.4,2025,June,16
16-06-2025,Rajasthan,88,Satisfactory,34.4,72,15.7,3.6,0.39,60,2025,June,16
16-06-2025,Sikkim,156,Moderate,69.3,110.4,24.6,7.4,0.83,59.3,2025,June,16
16-06-2025,Tamil Nadu,148,Moderate,61.9,108.5,24.3,7.1,0.92,58.1,2025,June,16
16-06-2025,Telangana,94,Satisfactory,34.7,74.7,16.1,4.2,0.54,64.4,2025,June,16
16-06-2025,Tripura,145,Moderate,55.1,96.4,24.9,7.7,0.87,60.7,2025,June,16
16-06-2025,Uttar Pradesh,169,Moderate,65.1,122.2,24.3,9.2,1,57.9,2025,June,16
16-06-2025,Uttarakhand,113,Moderate,42.7,76.7,19,4.7,0.53,63.2,2025,June,16
16-06-2025,West Bengal,113,Moderate,52.6,89.3,15.5,6.3,0.6,61.9,2025,June,16
17-06-2025,Andhra Pradesh,133,Moderate,59.9,90.6,20.6,7.1,0.67,54.9,2025,June,17
17-06-2025,Arunachal Pradesh,68,Satisfactory,29.8,51.7,10,3,0.39,61.4,2025,June,17
17-06-2025,Assam,148,Moderate,62.9,105.3,23.2,7.7,0.74,61.2,2025,June,17
17-06-2025,Bihar,122,Moderate,51,96.9,16.5,6,0.66,59,2025,June,17
17-06-2025,Chhattisgarh,114,Moderate,50.6,78.3,17.2,4.9,0.71,56.5,2025,June,17
17-06-2025,Goa,123,Moderate,52.6,96.6,21.9,6.5,0.65,59.1,2025,June,17
17-06-2025,Gujarat,102,Moderate,46.6,76.5,13.5,4.5,0.62,59.4,2025,June,17
17-06-2025,Haryana,75,Satisfactory,31,55.9,12.5,4.2,0.51,62.5,2025,June,17
17-06-2025,Himachal Pradesh,179,Moderate,75.7,128.5,29.4,9.9,1,57.7,2025,June,17
17-06-2025,Jharkhand,161,Moderate,73.3,121.2,24.5,8,0.81,61.6,2025,June,17
17-06-2025,Karnataka,89,Satisfactory,38.9,60.6,14.3,5.1,0.46,59.2,2025,June,17
17-06-2025,Kerala,164,Moderate,72.7,121.2,24.3,7.6,0.82,52,2025,June,17
17-06-2025,Madhya Pradesh,105,Moderate,41.4,68.9,14.5,4.9,0.62,56.8,2025,June,17
17-06-2025,Maharashtra,124,Moderate,56,89.6,18.4,5.5,0.74,58.9,2025,June,17
17-06-2025,Manipur,168,Moderate,75.3,123.7,27.1,9.1,0.96,58.5,2025,June,17
17-06-2025,Meghalaya,110,Moderate,42.3,86.2,19.3,5.8,0.61,62.2,2025,June,17
17-06-2025,Mizoram,138,Moderate,63.1,107.6,22.9,6.4,0.78,57.1,2025,June,17
17-06-2025,Nagaland,174,Moderate,67.3,131.2,30.4,8.1,0.98,54.9,2025,June,17
17-06-2025,Odisha,135,Moderate,53.3,87.2,23.8,7.4,0.76,57.6,2025,June,17
17-06-2025,Punjab,176,Moderate,69.6,121.4,27.4,8.4,1.04,51,2025,June,17
17-06-2025,Rajasthan,76,Satisfactory,35.1,44.9,12.8,3.9,0.45,66.5,2025,June,17
17-06-2025,Sikkim,138,Moderate,54.6,108.2,23.1,7.3,0.67,57.4,2025,June,17
17-06-2025,Tamil Nadu,148,Moderate,68,102,25.7,6.5,0.88,60.3,2025,June,17
17-06-2025,Telangana,113,Moderate,43.8,84.7,20.5,6.5,0.69,65.4,2025,June,17
17-06-2025,Tripura,138,Moderate,55.8,90.4,22.6,6.6,0.74,63.2,2025,June,17
17-06-2025,Uttar Pradesh,146,Moderate,65.3,104.3,23,6.7,0.82,58.7,2025,June,17
17-06-2025,Uttarakhand,88,Satisfactory,31.2,68.1,14.9,3.8,0.51,58.3,2025,June,17
17-06-2025,West Bengal,88,Satisfactory,37.2,69.4,16.9,3.7,0.51,61.9,2025,June,17
18-06-2025,Andhra Pradesh,171,Moderate,70.3,126.1,29.7,7.9,0.88,60.8,2025,June,18
18-06-2025,Arunachal Pradesh,91,Satisfactory,39.1,67.8,15,5.3,0.52,63.5,2025,June,18
18-06-2025,Assam,146,Moderate,64.2,114,24.2,6.6,0.74,56.5,2025,June,18
18-06-2025,Bihar,97,Satisfactory,44.9,77.9,17.9,5,0.46,61.2,2025,June,18
18-06-2025,Chhattisgarh,134,Moderate,61.4,90.5,18.9,6.9,0.84,56,2025,June,18
18-06-2025,Goa,133,Moderate,57.6,102,19.4,5.7,0.83,57.5,2025,June,18
18-06-2025,Gujarat,123,Moderate,56.2,88.2,21.1,6.9,0.76,58.9,2025,June,18
18-06-2025,Haryana,68,Satisfactory,28.6,47.4,11.2,3.6,0.29,61.7,2025,June,18
18-06-2025,Himachal Pradesh,180,Moderate,73.8,131.9,31.7,8.7,0.96,54.1,2025,June,18
18-06-2025,Jharkhand,163,Moderate,63.7,127.3,26,8.5,0.94,53.2,2025,June,18
18-06-2025,Karnataka,117,Moderate,52.7,77.3,20.9,5.1,0.57,61.5,2025,June,18
18-06-2025,Kerala,153,Moderate,66.6,112.9,26.5,8.3,0.9,53.9,2025,June,18
18-06-2025,Madhya Pradesh,107,Moderate,40.6,68.9,18.8,6.1,0.67,59.1,2025,June,18
18-06-2025,Maharashtra,173,Moderate,69,128.2,29.5,8.9,0.94,52.8,2025,June,18
18-06-2025,Manipur,147,Moderate,58.9,112.1,25.7,7.9,0.85,62.5,2025,June,18
18-06-2025,Meghalaya,128,Moderate,59.3,100.7,19.4,6.3,0.66,57.2,2025,June,18
18-06-2025,Mizoram,151,Moderate,65.7,105.6,22.5,7.9,0.9,60.1,2025,June,18
18-06-2025,Nagaland,152,Moderate,64,119.1,25,7.6,0.82,60.9,2025,June,18
18-06-2025,Odisha,122,Moderate,52,85,19.4,6.6,0.72,59.4,2025,June,18
18-06-2025,Punjab,177,Moderate,71.1,125.2,26,8.8,0.97,56.3,2025,June,18
18-06-2025,Rajasthan,78,Satisfactory,38.1,63.9,12.1,3.6,0.44,64.2,2025,June,18
18-06-2025,Sikkim,156,Moderate,66.5,116,26.9,8.7,0.89,61,2025,June,18
18-06-2025,Tamil Nadu,135,Moderate,61.8,93.7,20.7,7.3,0.75,57.6,2025,June,18
18-06-2025,Telangana,128,Moderate,59.4,93.5,18.8,5.7,0.75,58,2025,June,18
18-06-2025,Tripura,150,Moderate,67.1,115.1,23.5,7.1,0.84,59.2,2025,June,18
18-06-2025,Uttar Pradesh,149,Moderate,68.3,101.6,25,7.3,0.84,55.7,2025,June,18
18-06-2025,Uttarakhand,126,Moderate,50.3,87.2,22.1,7.1,0.69,58.4,2025,June,18
18-06-2025,West Bengal,72,Satisfactory,26.8,43.4,12,3.8,0.35,63,2025,June,18
19-06-2025,Andhra Pradesh,145,Moderate,57.1,110.2,22.5,7.1,0.72,61.8,2025,June,19
19-06-2025,Arunachal Pradesh,68,Satisfactory,25.3,56,10.4,2.6,0.38,63.6,2025,June,19
19-06-2025,Assam,164,Moderate,66.5,111.9,27.9,8.6,0.84,54,2025,June,19
19-06-2025,Bihar,118,Moderate,46.1,87.3,16.2,5.1,0.7,61.1,2025,June,19
19-06-2025,Chhattisgarh,114,Moderate,45.4,77.6,16.3,6.1,0.54,59.8,2025,June,19
19-06-2025,Goa,121,Moderate,52.2,88.4,20,5.9,0.66,61.8,2025,June,19
19-06-2025,Gujarat,116,Moderate,54.3,86.5,18,5.5,0.71,63.5,2025,June,19
19-06-2025,Haryana,113,Moderate,47.4,86.6,18.4,5.1,0.72,62.3,2025,June,19
19-06-2025,Himachal Pradesh,182,Moderate,79.9,138.6,28.2,8.9,0.99,58.7,2025,June,19
19-06-2025,Jharkhand,182,Moderate,71.8,127.6,30,9.2,1.06,53.8,2025,June,19
19-06-2025,Karnataka,134,Moderate,59.2,102.9,23.1,7.4,0.81,59.5,2025,June,19
